@relation water_quality_

@attribute ph numeric
@attribute Hardness numeric
@attribute Solids numeric
@attribute Chloramines numeric
@attribute Sulfate numeric
@attribute Organic_carbon numeric
@attribute Trihalomethanes numeric
@attribute Turbidity numeric
@attribute Check numeric

@data
9.723377,190.897421,9076.646483,9.752088,357.384709,13.307824,62.826687,4.072063,1
7.736313,225.063103,19496.84859,7.158343,289.945985,15.153817,74.765101,3.700917,1
6.715799,193.162501,16006.97259,6.369163,314.452425,17.865533,85.192511,4.999752,1
7.966763,163.927242,13354.70651,7.476969,?,17.125863,?,4.816348,1
8.242559,155.616112,24042.18816,7.63921,338.293868,13.265853,66.577952,3.529427,1
6.539546,215.445204,28979.7676,7.015365,312.335472,17.950001,54.983878,4.076403,1
6.785384,216.647068,13098.85829,5.565529,?,15.238642,65.614705,4.677921,1
7.007975,248.904712,26136.31357,7.773736,335.054243,10.905476,75.333025,4.628975,1
7.740384,179.302381,12477.77182,9.989628,421.39399,8.412402,66.163439,3.013361,1
7.918087,175.33724,29565.71111,7.43218,?,11.309245,70.116746,4.640043,1
5.77277,186.060604,26693.76161,5.80858,333.073364,12.376272,32.761161,4.154685,1
7.571684,173.008339,8835.555876,9.566105,436.294071,11.009592,92.481885,3.920288,1
8.733525,203.39613,24578.42122,6.594145,288.678463,16.70192,68.793062,3.149202,1
6.917858,200.705505,27651.6091,6.529774,321.696455,11.283387,91.942181,5.544167,1
8.512781,157.666918,33092.66935,6.765469,305.85557,13.309391,43.019427,4.026622,1
6.539115,218.619699,23308.29688,7.177445,355.443831,10.742146,40.773856,4.211672,1
?,228.756819,32161.84009,6.961297,314.14327,19.218374,54.268008,5.537476,1
8.227083,274.351887,40546.95633,7.130161,241.446917,9.809669,79.397105,3.619182,1
7.274198,156.110829,16255.90137,7.65455,381.180467,12.312493,59.680518,3.152763,1
7.11898,160.962603,32528.11561,5.089128,292.287888,10.008146,61.679801,5.349211,1
?,163.409819,32865.50953,6.066793,317.467499,10.811673,81.526457,3.574605,1
5.941943,249.163567,14778.03288,6.390679,335.796082,15.931879,66.551419,4.302179,1
7.278911,135.259273,22184.52703,7.156541,357.909795,11.316002,54.943992,4.201577,1
7.445189,150.775723,4168.196994,10.573403,476.539717,15.352425,74.760976,2.745804,1
6.442496,183.071355,11592.44562,8.960736,408.24267,16.148258,83.332516,2.891019,1
?,190.87747,39802.51492,5.216683,288.231518,13.680838,91.925742,4.989876,1
6.919726,194.859,35558.73165,6.371978,299.786711,11.983961,69.853135,4.120828,1
6.472371,164.768901,24246.50356,7.623012,373.212808,12.764141,96.795403,4.134575,1
8.251218,167.385353,17617.87631,7.044433,323.400032,12.49351,61.275234,3.495063,1
?,191.665183,18964.09226,8.148358,318.992406,15.07245,84.115673,4.600663,1
6.707108,211.086503,10794.7839,7.967188,373.571878,18.781679,?,2.640246,1
7.240194,154.137579,31144.70312,4.807069,261.213317,10.851917,?,3.362822,1
6.528491,184.429159,10835.20116,6.826331,378.77572,13.621325,100.821792,4.585972,1
7.031839,175.46586,12653.94408,7.836606,?,13.216489,61.084652,2.725565,1
7.494391,205.190707,25058.16022,6.881659,327.949396,16.589072,72.976741,3.579652,1
6.957434,214.380139,15007.42153,6.99716,328.81876,17.407261,104.207104,4.89205,1
?,179.408168,16589.81155,8.405842,317.837525,15.553588,?,3.327384,1
6.962325,205.18302,35229.077,5.08871,254.729932,13.61756,?,4.526768,1
6.509622,197.759503,20122.19256,6.862782,353.011974,11.058818,64.663309,3.80282,1
8.069298,191.004107,16654.50937,8.038213,350.57795,12.29377,49.009256,3.021382,1
7.213375,213.767176,27377.69978,6.915301,327.717408,17.968736,?,3.453439,1
6.790838,271.601212,14348.57292,9.923315,368.842012,9.386799,91.402112,3.43828,1
6.975209,175.421039,35701.15532,5.494254,290.052802,10.285283,66.420579,5.256484,1
7.422225,203.323308,40148.12372,5.602314,256.590451,9.025661,53.019585,4.486513,1
6.505066,226.419609,16982.13197,6.938467,318.24571,18.527105,80.46281,2.890999,1
6.617862,174.280566,33245.63059,7.022187,326.168479,15.918912,60.339794,4.601351,1
6.769769,178.331753,16980.25848,7.051697,369.906277,18.703657,62.868527,3.846612,1
6.341751,139.959471,18058.32029,8.361337,417.602446,13.314422,58.220982,4.019011,1
7.058866,191.548401,16473.06709,8.435789,367.85318,12.57442,17.527765,3.937334,1
7.539287,258.490076,26999.38208,7.002092,266.803123,14.650809,59.158843,5.427373,1
?,163.16725,36525.55088,5.512927,284.62427,14.395519,78.868465,4.645692,1
7.490808,198.966512,6873.559885,8.534329,?,11.047456,60.935987,3.716368,1
6.037428,227.033994,12988.79123,8.476905,392.380529,7.122391,41.190507,3.594217,1
?,158.695209,8721.231885,8.104498,425.710331,15.35395,74.885676,3.392134,1
6.706695,232.926598,27881.50441,7.881448,337.111017,14.523389,64.12174,4.371882,1
?,156.388119,26885.83494,4.894281,291.918674,14.277103,53.481943,4.709676,1
?,186.365549,7557.021271,9.454207,406.038068,12.861417,72.187015,4.116263,1
6.758852,218.153477,22540.77517,7.196435,304.680599,18.838735,53.815435,3.639972,1
7.486781,151.202592,31130.21264,4.584071,?,18.938528,53.137132,2.748429,0
6.904121,228.960418,10836.96978,7.792593,362.296552,12.70446,40.546037,4.141819,0
?,155.262609,42617.3034,5.829424,449.267688,20.680975,77.1375,2.846501,0
7.348937,267.655222,15818.26132,10.574681,?,13.408146,54.619128,4.725746,0
7.846058,224.058877,23264.10997,5.922367,300.40262,13.406737,43.075186,2.487969,0
?,229.620616,19955.71054,7.608653,285.432681,11.026909,85.241873,3.113764,0
6.17981,248.833263,15391.55915,8.014257,273.08689,9.696478,69.697025,3.704324,0
6.755669,209.362075,13821.55616,7.557415,334.619524,19.339143,81.098746,3.959518,0
?,213.652293,28266.75511,3.632114,?,15.741911,78.810852,4.31229,0
7.266599,98.452931,36490.14303,7.138814,423.187485,7.360772,76.290285,4.952733,0
8.218171,116.06195,22465.68756,5.000451,?,6.732794,90.993268,4.246446,0
6.980062,164.12718,17625.46641,6.479558,372.748319,11.665753,48.710293,3.969463,0
6.381979,235.94511,18982.95376,8.286514,?,16.183542,77.839521,3.299047,0
6.648005,191.841802,15176.29068,5.661663,?,15.438287,56.532387,3.829784,0
5.899937,205.913786,30379.35944,9.446148,312.28321,6.306055,55.065243,3.858979,0
7.260904,189.077962,21391.16254,6.576866,356.622222,14.391606,81.082456,4.383823,0
5.575921,223.374007,14553.13231,9.689175,234.609808,12.249489,59.523003,4.294448,0
5.467401,197.028926,12883.16353,9.264883,347.421266,12.762546,67.159532,3.717823,0
6.090016,216.736232,12558.89797,9.2973,317.983236,10.754842,30.965844,2.943522,0
8.205447,145.797317,17981.25478,6.58046,359.392567,15.856797,100.712306,3.739922,0
7.670506,123.336644,33843.61945,5.216369,390.745826,18.69873,82.904657,3.933826,0
6.791097,209.128163,20149.17967,5.804,288.356856,12.327335,57.303577,3.08404,0
6.006769,226.874099,20279.70104,8.166416,225.516628,9.650786,52.640025,4.034755,0
?,204.384794,32951.31637,5.995277,324.50519,4.473092,71.190496,4.90523,0
6.336343,214.071982,14619.62726,6.584414,315.996793,12.219411,83.668879,3.788803,0
7.473235,223.264936,19932.58523,5.770107,317.708854,13.556911,89.453575,3.877714,0
?,214.193078,21671.2783,8.27294,?,15.706894,73.170198,4.246388,0
7.380105,237.922637,16862.54348,7.101817,306.182925,13.254475,92.864557,5.030452,0
10.067633,144.613956,39716.1318,4.503366,390.910328,17.658794,?,3.776789,0
5.915944,274.263618,6967.735565,10.069435,247.645743,12.092167,39.448593,2.585849,0
?,171.695022,38971.05101,8.365579,385.95373,17.201608,73.646996,2.643212,0
6.124847,151.691358,15092.01764,6.610788,382.318961,16.621959,69.167847,4.211968,0
?,137.253427,20593.93372,3.961111,393.684587,19.24955,50.029933,3.302419,0
7.876495,250.896621,15741.08163,8.075738,?,16.543869,59.246086,3.913905,0
6.021051,178.223683,18966.36305,10.213575,?,12.841828,60.870151,4.661058,0
?,193.167611,20894.40049,7.331568,359.426537,16.787145,38.107005,3.818404,0
?,166.696695,14807.41355,6.801861,269.707586,13.839297,77.550327,3.434799,0
6.58545,166.96596,30210.25037,9.508299,340.245766,23.234326,72.799917,4.27564,0
6.342671,157.046125,21079.60621,7.275078,318.853448,14.019149,64.407498,4.582592,0
6.63299,238.324751,12829.09278,7.347361,331.301877,19.640922,73.201544,4.360851,0
5.4007,197.918993,9968.962738,7.878998,?,17.408922,77.382841,3.555738,0
7.460148,221.34321,25480.91841,6.926943,?,13.089086,58.083993,2.413629,0
6.709822,148.253186,20922.15446,4.633574,?,18.330856,40.495596,1.687625,0
8.054893,239.139779,28545.35543,5.096894,?,17.778015,56.352953,3.52438,0
5.365192,238.291212,16262.93925,7.507931,255.544678,12.465043,27.095703,3.180798,0
6.920389,252.352799,11086.25986,9.993376,285.744758,17.120803,43.667082,3.277601,0
7.025457,184.484427,31659.96274,5.23202,?,14.393046,56.290252,2.927051,0
7.974248,173.750776,26848.62984,6.055534,337.940482,13.757564,75.535369,3.195944,0
8.031055,222.628424,18134.83502,8.754513,314.471566,12.065963,78.549712,3.33888,0
7.614057,213.691169,17598.20035,8.131319,?,5.051695,70.833219,3.437946,0
7.643578,209.860844,21885.50378,9.529228,?,8.863614,63.646921,3.762163,0
7.731315,169.049684,38356.2265,6.028454,297.329355,16.07112,74.909705,5.164284,0
6.268403,154.681902,23050.33126,6.832938,290.703236,13.881357,65.891392,3.389705,0
7.369912,155.644805,19283.40205,5.435025,399.940784,18.148562,63.698617,3.821721,0
?,241.18068,25696.32094,5.694557,333.901989,14.531155,33.918351,4.142386,0
6.320375,165.821545,20481.64207,7.605958,354.289035,14.79396,46.043065,2.728617,0
7.290089,205.213105,26115.61633,5.137891,357.794088,7.960478,63.698514,4.700618,0
6.356511,164.618185,17538.54117,8.345192,345.144958,15.329438,47.021382,3.415526,0
7.974065,160.224182,29477.7644,2.456014,324.055592,18.693915,54.280624,4.069087,0
4.943508,267.533027,11870.42485,8.877869,?,15.252794,22.749735,5.070842,0
7.700362,220.571796,29432.20825,6.356294,322.750328,13.027439,77.829802,3.786487,0
6.054607,228.198027,10215.81242,5.983974,306.796861,17.229149,65.340213,4.889163,0
4.221421,120.56013,34370.19711,7.960888,411.58083,14.395839,64.601468,4.278712,0
8.54589,255.324872,31056.57878,3.619779,?,13.782989,34.448293,5.036883,0
7.752176,182.064705,13655.68065,6.817247,337.753776,15.231129,92.255062,4.725507,0
5.58813,220.817522,8730.312436,8.321897,300.220428,6.478626,80.637806,3.165618,0
8.649869,178.588753,18503.76653,7.24082,356.26308,15.280653,83.783477,3.081681,0
7.899257,187.700654,32210.8163,4.996763,320.532363,19.873604,46.913342,4.448171,0
5.952268,136.890531,28105.96489,7.330958,389.809746,15.37378,68.969793,4.769768,0
8.040188,201.809216,11861.55085,7.20031,300.398435,7.168607,90.761776,3.221139,0
4.313219,191.119337,12770.83183,8.231574,284.945949,13.501271,76.443961,3.92359,0
6.707017,209.778805,14794.4114,7.809292,?,8.027568,78.23718,3.165632,0
5.853561,186.807751,19790.85693,6.615781,?,19.670703,65.040007,3.756874,0
8.817403,175.754971,23173.31953,6.730861,367.154184,7.733109,91.443356,3.864098,0
?,171.43498,39207.58925,4.71051,354.444609,20.212088,97.418886,2.812504,0
?,193.577157,19671.35123,7.568897,342.673409,18.511586,77.710307,3.481517,0
7.476408,246.184719,27109.89561,9.791961,341.163631,16.21768,77.603021,3.478194,0
7.691486,155.185319,36578.22375,7.690728,405.169386,16.214966,77.58205,4.042497,0
7.367372,176.33521,16663.60251,8.062783,?,10.682921,37.363371,3.817215,0
8.927906,188.054419,22139.87885,4.252721,376.334566,8.597973,92.828321,5.474355,0
5.621227,221.649439,11123.88616,8.809433,314.871342,19.312536,84.377323,3.440753,0
6.450645,201.596674,27682.50745,5.655139,316.105892,14.642709,?,5.241539,0
7.566517,205.396582,30823.73049,7.816636,354.175972,12.095251,63.767702,3.275142,0
6.115638,240.975156,15765.78672,10.088345,339.40244,21.305048,63.071597,3.723625,0
7.595229,188.373282,32869.47441,6.745588,365.208692,13.883329,73.43822,3.497604,0
?,279.232419,11380.29864,8.586101,314.162602,10.880028,68.975176,3.256275,0
7.131222,165.90902,18969.82489,7.690363,?,16.427739,47.137,4.713193,0
7.399725,258.019947,18535.04645,5.497159,339.838977,14.979,73.008496,3.795124,0
7.00248,168.952591,20518.55543,10.135987,?,9.812921,56.921862,3.352436,0
5.345345,238.51023,10315.35397,7.822601,281.771707,12.624613,87.342833,2.362886,0
6.185951,174.796123,22198.92942,7.608496,?,13.744284,51.497112,5.205724,0
6.070091,161.530267,26764.49443,6.241527,?,18.78052,81.946106,4.699457,0
7.095569,196.734927,30235.1708,5.984901,308.203694,16.062739,31.55501,4.861276,0
?,189.761654,16737.10822,7.031424,?,14.545465,60.140117,3.092817,0
3.928556,191.665998,17328.16146,7.692417,306.479558,9.578602,45.480738,5.060836,0
6.352973,244.846717,13858.70394,9.179442,?,12.520126,59.046994,4.155495,0
5.999125,219.716109,19345.79133,6.029641,264.285069,16.381195,46.303523,5.046973,0
8.899588,208.106548,17915.08597,4.793575,334.571785,14.39874,48.299497,3.928614,0
7.375338,194.868083,28767.75742,5.074146,349.985243,14.247682,77.094234,5.127395,0
8.979323,184.309222,24967.323,6.264584,335.216928,8.280181,63.944178,4.264944,0
8.532377,216.454108,30268.42127,6.29897,330.978466,11.8957,55.921827,2.380088,0
7.213537,176.640063,34727.40856,5.162278,287.706912,10.327476,77.261468,3.497481,0
?,184.666891,14368.12816,8.129912,334.753411,16.073449,73.710218,4.58311,0
8.895574,107.383327,27622.74627,6.16332,460.107069,13.995136,78.348415,4.754235,0
6.582764,219.184814,21961.52692,6.987978,348.900016,15.178368,68.981966,3.66888,0
?,204.240569,14665.4048,8.58132,360.388798,15.163179,58.945605,4.377502,0
?,160.59576,49125.36008,6.34439,409.501953,14.407555,64.644993,3.287617,0
5.986594,275.886513,21229.08331,8.94043,?,11.783383,92.227733,5.051494,0
6.841221,166.67695,28263.80372,7.115715,318.790202,21.469491,78.227748,5.092365,0
?,157.827352,21716.42369,5.406394,?,18.928979,80.202845,3.82577,0
7.146117,181.434419,33266.57158,8.381738,373.197146,15.46998,52.812932,4.775202,0
?,237.705681,21862.75361,8.961425,318.172687,11.665329,59.775642,3.943291,0
7.507575,172.504021,18328.6959,6.907736,351.418634,10.678255,68.852196,3.703001,0
7.997176,214.819627,20575.57316,6.191399,312.008095,17.703104,70.291214,4.817668,0
5.174346,234.328569,11746.60752,6.961265,314.986801,13.77168,36.183536,3.689145,0
?,191.150479,23172.28151,7.132154,290.70917,12.679501,69.074438,4.018447,0
6.479093,180.958667,28165.87256,7.160084,371.405407,16.942566,?,3.089597,0
7.811512,258.891601,20911.90467,6.361756,289.142175,9.63165,71.703227,4.54607,0
7.437217,242.729969,20185.58716,6.121662,306.169251,10.262778,64.529185,3.866875,0
7.953878,178.06655,18677.27922,5.69954,368.21768,18.638603,61.462807,2.860224,0
6.39657,243.724707,12278.98528,6.794551,?,17.638039,?,4.18825,0
?,208.367046,22444.09007,5.404248,338.06369,9.980418,84.570083,3.594444,0
8.058136,191.277932,29298.35949,6.129173,356.645254,12.606204,65.511361,3.130609,0
?,149.8389,20283.78363,10.005871,383.113114,17.003495,53.79972,2.028875,0
?,220.985158,26492.71618,4.949787,?,21.08555,70.266355,4.875383,0
9.497261,124.48281,33681.33014,4.814656,427.184508,19.970318,49.809841,5.242105,0
7.984711,121.067357,40709.78166,5.796841,445.359547,12.818816,59.269193,4.56788,0
6.261111,270.466171,8572.421509,9.922076,286.327562,12.926435,22.219327,4.753019,0
6.957803,219.239952,20215.63285,7.054093,306.647384,17.427145,56.435646,4.587745,0
9.663159,131.711896,24387.96807,4.234143,?,18.143474,65.360465,5.270218,0
6.732714,197.766974,33820.64576,7.396764,353.176328,19.340499,85.371961,3.885405,0
4.886057,272.920385,15496.61172,6.985179,266.56221,17.301536,79.597988,3.079373,0
9.61022,156.929546,33954.43547,4.639028,?,11.047844,?,4.961972,0
8.518532,128.263466,32018.28963,6.05874,458.441072,15.976196,87.471821,4.147169,0
6.950787,201.805491,21709.64771,6.120771,352.303771,19.683493,49.236809,3.997975,0
6.023023,170.732289,10925.3601,8.200973,305.796529,12.244622,62.967793,3.668089,0
9.01148,167.918922,34865.35768,3.139553,400.691774,16.57419,50.526551,4.270801,0
7.946768,277.116946,24244.11196,7.561176,273.384311,11.796235,70.019666,3.038483,0
7.709617,189.802914,32910.52518,5.758056,367.761858,15.240349,?,4.140424,0
6.081615,209.05968,10120.11268,9.406774,?,7.996295,101.158675,4.010037,0
8.146186,191.38241,20506.69842,5.476949,?,9.416902,57.363647,5.177964,0
8.141861,210.376561,25433.46501,8.390812,385.236656,11.483524,85.300717,4.13695,0
7.703357,211.344687,12861.94654,9.245306,347.630834,10.542342,91.118698,4.732125,0
?,149.042846,27687.73765,8.660711,284.945759,15.736642,62.757307,3.771305,0
9.252857,168.040751,50279.26243,5.905056,415.45081,11.949854,62.256881,3.300586,0
6.047651,177.444264,28633.84638,8.174385,?,15.51493,30.55631,2.589868,0
6.152858,171.125287,24978.48318,8.216486,323.824375,10.881215,65.714718,4.403083,0
9.074923,184.915055,21633.72173,7.427381,394.196521,6.658139,?,3.840479,0
7.436537,167.328465,31935.69071,7.896365,?,14.824433,69.252783,4.497629,0
?,259.671041,11949.59793,9.435446,279.001004,11.752421,73.997046,3.458352,0
7.130099,275.67978,9480.617796,8.415948,295.618838,18.322879,94.416301,1.986192,0
6.792125,165.794286,17782.60441,4.970601,307.752703,15.138094,96.600542,4.042638,0
?,230.430762,14916.98609,9.618516,?,28.3,79.633064,3.864931,0
8.885626,171.839777,19113.01191,6.503297,404.104312,17.623594,76.831226,2.993301,0
9.475316,149.558089,32568.1535,5.33386,?,13.927946,71.834058,4.701538,0
?,168.963026,21030.23453,5.564002,404.343076,12.352722,72.033644,4.691018,0
7.183109,225.116079,5097.82585,6.081664,361.631381,5.537059,81.453941,4.006425,0
6.157443,155.835706,25937.71144,8.163144,298.192406,14.356496,68.120761,4.770154,0
6.467868,236.694648,7656.413248,9.840949,214.460834,14.412734,54.641176,2.861064,0
?,162.935371,24916.62559,6.374496,388.312725,14.297696,84.80297,4.301273,0
7.488133,177.353052,24786.05053,8.613304,369.210671,14.149473,48.965996,3.474035,0
7.323545,184.13607,21044.20266,6.842947,327.261202,8.335245,90.312062,4.898421,0
?,253.662037,13568.2712,9.228603,256.089517,13.711737,97.714049,3.067034,0
6.530796,138.007672,19174.59325,7.347952,?,16.337949,?,3.181635,0
6.93147,156.841195,35793.75779,7.286336,384.654803,17.858242,72.236525,4.249333,0
7.774645,194.733858,13829.93907,5.60312,?,18.870939,?,3.911817,0
8.1075,173.664679,27277.57996,6.64362,354.037293,16.257002,?,4.647801,0
6.306864,220.96998,22418.90819,7.153364,283.975993,19.861382,61.836185,4.619173,0
?,165.737954,22900.11825,5.735689,379.374933,13.082872,63.035163,4.069166,0
6.60968,216.428032,17963.86685,7.725314,346.285329,11.468432,41.252869,3.589146,0
6.632206,232.738545,9809.904,8.336778,302.325772,13.304852,65.318835,3.443741,0
?,247.164018,18939.61646,7.086375,305.040026,12.758114,60.319203,4.287441,0
5.716756,197.10421,12641.52781,8.702061,287.012564,17.273966,58.411515,4.080675,0
7.740454,182.541073,19713.50437,8.854386,382.34159,8.866967,57.877455,3.541317,0
6.277277,148.186013,22916.57224,5.035633,?,9.604155,61.835712,3.619321,0
8.006373,116.725122,45041.14914,5.165292,?,13.425165,87.381981,2.396505,0
6.513017,185.33854,26262.54548,6.74215,289.014348,12.924653,83.65219,3.729961,0
6.234198,227.560867,22195.21038,9.455598,?,13.039764,63.163969,3.885492,0
7.277144,194.880861,18270.10506,6.121931,344.879754,15.459752,76.987232,4.931354,0
6.044513,211.577378,30191.69246,7.714292,329.167018,10.619831,?,5.127778,0
6.643027,205.233119,20511.36924,5.908111,313.353813,16.021941,52.153472,3.709989,0
5.150457,186.560846,18655.54189,7.024307,?,17.604066,58.831969,4.147029,0
6.110545,166.637305,21319.7944,7.681245,311.253565,13.623813,95.49468,6.064559,0
7.831118,182.473876,19130.96153,6.803061,340.275949,10.793996,75.8957,3.807997,0
6.980727,200.467226,30862.78446,6.196276,391.666878,9.066902,48.250468,5.437619,0
8.552782,217.803318,39030.6037,6.986705,373.746193,19.084883,53.856055,2.940848,0
6.449379,275.746716,8607.61251,7.70163,272.197565,16.078305,54.404461,3.715429,0
7.392084,173.528778,20185.67623,9.120931,384.117247,23.317699,81.129543,3.778458,0
8.360796,218.139622,28722.17585,5.536705,310.286577,10.644554,49.771941,3.715951,0
7.619845,113.504698,37279.12895,6.36007,377.875193,17.030429,48.92914,3.779648,0
5.404511,258.903489,10168.17654,9.648197,248.711963,15.512208,65.805331,3.998176,0
7.079304,137.007355,24282.15477,5.705693,433.6339,9.113945,88.328605,5.553174,0
?,233.846621,32496.64022,6.637384,347.986448,13.028,55.983973,4.296189,0
7.161715,238.333584,13680.76414,9.27412,284.407842,16.836291,74.38358,3.909974,0
6.854947,149.853487,16203.0907,5.734804,375.71866,11.718895,75.498737,4.938999,0
7.309556,244.83977,22277.62602,7.715572,369.038841,12.475119,60.806902,3.707414,0
9.313466,133.141751,41982.61066,6.628037,417.245388,10.36823,75.436147,4.493613,0
?,216.271624,26964.31718,6.383548,418.494244,19.89268,50.170522,4.501025,0
?,250.623473,30797.52,6.381452,?,17.508516,74.727821,3.365174,0
6.187938,249.527111,12682.15094,6.253224,263.268416,14.352955,57.623368,3.546183,0
?,240.984187,11429.2012,5.515977,267.680826,8.666283,88.679265,3.802427,0
7.965337,151.541889,25274.6103,7.106043,352.316182,15.792625,52.26849,3.390982,0
9.264391,160.428694,19607.75492,3.988749,416.698385,14.99299,95.8048,3.175521,0
7.754044,193.449854,19019.2795,8.107067,377.990009,8.939818,45.721308,3.760298,0
9.393892,252.739249,13150.20746,7.166592,?,14.397393,50.775293,3.048566,0
8.17608,201.553701,21856.98863,5.241047,320.260119,15.627641,61.654744,4.112322,0
8.337696,168.469181,30969.04759,5.452162,?,14.529864,41.392768,3.454197,0
?,207.426887,11963.32372,7.664546,325.63296,17.012856,64.499826,2.813527,0
7.191025,151.306674,23781.32874,9.214409,403.78843,16.884214,77.515444,4.270646,0
8.613699,235.944436,20862.45587,7.622565,378.758715,13.608075,?,3.94922,0
7.793039,257.657739,17398.38584,8.271246,251.383944,9.557031,54.235433,3.38927,0
3.878879,177.712841,21937.47157,7.369769,299.241624,12.451912,63.163113,4.927711,0
?,164.317102,25236.70132,4.365238,350.584345,15.421144,45.979402,3.723776,0
3.978285,160.818474,14433.7805,8.410892,311.295329,20.771485,78.27324,3.751566,0
5.964065,241.030899,22168.33156,6.208118,?,13.172989,64.71924,4.696721,0
7.532059,185.506563,24454.72586,5.791102,?,15.070248,74.780643,3.80857,0
7.233538,231.560832,16621.49479,6.073041,?,8.688715,35.833969,3.679015,0
?,202.811142,11900.0552,8.948088,367.533453,13.591858,58.82256,3.1538,0
?,115.392979,46077.35849,5.289307,437.5923,10.809632,53.617035,4.212511,0
7.480728,117.057315,28357.94277,4.702821,414.855784,18.340212,76.344581,3.714875,0
4.477092,236.28249,26843.47036,4.842658,207.890482,16.225706,74.035695,4.32768,0
?,207.391097,25110.03763,6.329791,345.592634,22.346415,92.32776,2.739235,0
?,162.263688,28790.54768,7.621234,377.719387,14.210091,99.118601,4.476991,0
6.314077,124.847992,31114.63565,5.71394,?,18.423226,73.101997,4.363866,0
?,233.693837,17317.68725,8.946504,264.916046,10.749107,108.589414,4.241936,0
8.82261,216.432576,27109.23965,7.322163,?,15.955491,78.828883,4.415596,0
6.922652,185.818989,14682.66584,9.886831,341.066404,22.466128,64.395422,2.877354,0
?,169.673531,25541.15277,5.457299,393.2647,16.820308,60.376041,3.61133,0
6.904537,110.865788,32981.25838,2.621268,368.387038,12.11872,33.499381,5.058905,0
6.548018,176.006536,38368.01262,7.415054,278.093309,19.422535,81.368568,5.930228,0
6.581083,217.538504,24480.6718,5.837152,310.63291,11.434239,48.55191,3.51137,0
7.86465,218.153107,23045.72625,7.432011,349.922852,14.785983,72.60798,3.585934,0
6.136907,151.784319,20561.69473,8.487856,384.156079,13.713703,96.582865,4.704585,0
6.947029,168.879539,17540.03022,6.409476,387.299907,15.198191,74.007373,2.600188,0
6.203323,214.850111,29426.47378,8.034868,369.726683,10.247863,65.308637,3.48792,0
?,240.134572,38097.3298,5.400497,?,13.514887,72.771017,3.212493,0
8.373171,179.521406,22022.62622,5.215042,339.492222,13.697087,110.43108,2.78633,0
?,205.304149,12190.1716,7.044833,313.411707,11.838313,47.653642,5.026271,0
5.921247,200.94373,17397.40286,6.7562,279.202307,11.255357,31.966297,3.746776,0
8.829806,216.122144,17732.91467,7.856312,377.253834,16.210713,64.409359,4.423886,0
?,187.613438,13427.06859,7.31757,?,18.137691,79.349881,5.324638,0
6.832217,164.274393,14015.04477,6.055985,281.67804,14.836637,44.367574,3.145416,0
9.281303,215.907625,36622.22861,3.903496,?,19.034877,80.317597,4.069977,0
7.456251,226.538289,9163.294448,5.726224,?,10.066076,67.304224,4.279697,0
7.088251,172.6893,25399.10901,6.941217,355.253079,13.637783,?,3.230645,0
5.648629,167.030097,14547.88548,7.735348,?,10.689769,75.288688,5.370004,0
4.293961,192.360737,24600.76069,8.261635,261.357041,10.799428,53.619847,5.105121,0
9.678051,188.368741,26402.70396,4.074141,395.904208,16.917994,91.41688,3.0297,0
8.66271,173.531947,20333.0795,5.636388,439.787938,16.283311,89.924253,5.120103,0
5.897391,172.034385,30575.35714,8.649615,393.554892,16.311658,74.543981,2.961602,0
9.494243,274.828369,21879.70421,5.265718,364.682634,13.636014,62.119643,3.189026,1
?,173.474186,18318.72037,7.597654,282.598119,20.200592,79.104019,4.181264,1
7.080193,185.825726,39431.11265,8.806393,286.223876,7.781493,39.623835,1.492207,1
7.559852,244.294558,29567.69893,8.64788,?,10.046943,107.610806,4.550501,1
7.040395,199.079217,22505.5186,7.953572,?,14.690954,58.41286,3.931917,1
8.053044,211.783235,37086.54605,8.267537,251.4435,19.16662,73.248984,3.301575,1
7.044375,229.603173,12575.27963,7.837778,390.467684,15.754785,36.26753,4.276699,1
6.309892,133.649925,31062.37191,6.975602,252.108925,17.200008,71.181544,3.60304,1
6.203573,139.129083,6698.239095,3.876813,?,13.368165,68.298689,4.305549,1
6.879405,214.731887,20509.33196,9.03525,321.383278,12.477303,79.69208,4.70047,1
7.754884,210.720769,18857.0585,5.693752,376.484622,14.708599,43.29982,5.12839,1
7.91667,201.455808,39431.25263,7.525441,276.20692,17.821922,70.239601,4.275193,1
6.405392,183.867245,20526.30684,8.450272,366.176634,13.448797,69.054138,4.531921,1
7.795958,239.278255,27849.14209,6.475994,356.170702,18.692248,50.128415,4.251876,1
6.963979,180.401506,12878.17635,6.424099,?,16.329625,66.302629,4.48987,1
6.967861,183.933476,13401.04439,6.457687,371.788364,14.584231,66.029156,4.893215,1
6.622791,195.867117,13900.71652,6.363538,387.356938,11.758374,52.406188,5.609291,1
7.369989,236.476721,18998.34682,7.404435,359.930566,18.020331,58.271257,3.463852,1
?,134.31116,8076.822283,5.322112,?,9.253351,100.335665,3.373937,1
6.944868,198.476439,16904.20109,6.341407,299.521673,15.045817,61.146087,4.241135,1
5.28481,148.862758,11130.21136,6.820469,335.66045,13.77335,60.944343,3.990243,1
6.851443,197.339559,15349.14258,7.446412,?,11.367275,79.155822,4.935557,1
7.760189,206.208834,34250.16392,7.930382,299.131598,19.350765,80.621872,4.590528,1
7.28056,228.539543,29690.91716,7.871025,322.269661,15.168189,84.370713,2.919796,1
6.83426,182.454462,21670.56989,6.407648,325.950411,16.506658,74.462646,2.658843,1
